Database,TF,TargetGene,Tissue,Experiment,Overlapping_Genes,Pubmed_ID,Pubmed_Link,Genes Mentioned in the Paper,Paper_Link,PMID,chea,signor,trrust,Signor,Trrust,Chea
SPP,BICALU,ELOVL1,prostate,"BICALU + HES6OE | E2F1 ChIP-Seq - Rep 4, BICALU | E2F1 ChIP-Seq - Rep 4, BICALU | E2F1 ChIP-Seq - Rep 3, HES6 OE + BICALU | E2F1 ChIP-Seq - Rep 1, BICALU + HES6 OE | E2F1 ChIP-Seq - Rep 2, HES6 OE + BICALU | E2F1 ChIP-Seq - Rep 3, BICALU | E2F1 ChIP-Seq - Rep 1, BICALU | E2F1 ChIP-Seq - Rep 2",,,,,,,,,,,,
SPP,HES6,ELOVL1,prostate,"BICALU + HES6OE | E2F1 ChIP-Seq - Rep 4, HES6 OE | E2F1 ChIP-Seq - Rep 2, HES6 OE | E2F1 ChIP-Seq - Rep 3, HES6 OE + BICALU | E2F1 ChIP-Seq - Rep 1, HES6 OE | E2F1 ChIP-Seq - Rep 1, BICALU + HES6 OE | E2F1 ChIP-Seq - Rep 2, HES6 OE + BICALU | E2F1 ChIP-Seq - Rep 3",,,,,,,,,,,,
SPP,YY1,ELOVL1,leukocytes,"YY1 IP - K562 cells, Rep 2, YY1 IP - GM12878 cells, YY1 IP - GM12892 cells, Rep 1, YY1 IP - K562 cells, Rep 1",,,,,,,,,,,,
SPP,POU2F2,ELOVL1,leukocytes,POU2F2 IP - GM12878 cells,,,,,,,,,,,,
SPP,CTCF,ELOVL1,mammarygland,"CTCF IP - MCF7 cells, CTCF IP - HMEC cells , CTCF IP - HMEC cells, Rep 2 , CTCF IP - HMEC cells, Rep 1 , CTCF IP - MCF-7 cells, Rep 1 , CTCF IP - HMF cells, Rep 2 , CTCF IP - HMF cells, Rep 1 , CTCF IP - MCF-7 cells Rep 2 ",,,,,,,,,,,,
SPP,HOXA6,ELOVL1,colon,HOXA6 IP ,,,,,,,,,,,,
SPP,SP1,ELOVL1,colon,SP1 IP - HCT116 cells,,,,,,,,,,,,
SPP,FOS,ELOVL1,mammarygland,"FOS IP | 4HT - MCF10A cells, 12 h, FOS IP - MCF10A cells, FOS IP | 4HT - MCF10A cells, 36 h, FOS IP | 4HT - MCF10A cells, 4 h",,,,,,,,,,,,
SPP,4HT,ELOVL1,mammarygland,"FOS IP | 4HT - MCF10A cells, 12 h, FOS IP | 4HT - MCF10A cells, 36 h, STAT3 IP | 4HT - MCF10 cells, 12 h, MYC IP | 4HT - MCF10A cells, FOS IP | 4HT - MCF10A cells, 4 h, E2F4 IP | 4HT - MCF10 cells, STAT3 IP | 4HT - MCF10 cells, 36 h",,,,,,,,,,,,
SPP,SMARCC1,ELOVL1,uterus,SMARCC1 IP - HeLa cells,,,,,,,,,,,,
SPP,SPI1,ELOVL1,leukocytes,"ROSI | SPI1 ChIP-Seq, SPI1 IP - GM12878 cells, SPI1 IP, SPI1 IP - GM12878 cells, Rep 2 , SPI1 IP, SPI1 IP - K562 cells, SPI1 IP - HL cells, SPI1 IP, SPI1 IP, SPI1 IP - GM12891 cells, SPI1 IP - U-937 cells, Rep 4 , SPI1 IP, SPI1 IP - GM12878 cells, Rep 1 , SPI1 IP - GM12878 cells, Rep 3 , SPI1 IP, SPI1 IP, SPI1 IP - GM12878 cells, Rep 4 , SPI1 IP, SPI1 IP, SPI1 IP",,,,,,,,,,,,
SPP,ROSI,ELOVL1,leukocytes,ROSI | SPI1 ChIP-Seq,,,,,,,,,,,,
SPP,SRF,ELOVL1,colon,SRF IP - HCT116 cells,,,,,,,,,,,,
SPP,KLF11,ELOVL1,adiposetissue,"ROSI (BrAT) | KLF11 ChIP-Seq, Rep 1, KLF11 ChIP-Seq, Rep 1, ROSI (BrAT) | KLF11 ChIP-Seq, Rep 2, KLF11 ChIP-Seq, Rep 2",,,,,,,,,,,,
SPP,ROSI,ELOVL1,adiposetissue,"ROSI (BrAT) | KLF11 ChIP-Seq, Rep 1, ROSI (BrAT) | KLF11 ChIP-Seq, Rep 2",,,,,,,,,,,,
SPP,E2F6,ELOVL1,stemcells,E2F6 IP - H1 cells,,,,,,,,,,,,
SPP,CTCF,ELOVL1,hspcs,"CTCF IP - HEL 92.1.7 cells, Rep 2 , CTCF IP - HEL 92.1.7 cells, Rep 11 , CTCF IP - Erythroid cells, Rep 1, CTCF IP - HEL 92.1.7 cells, Rep 14 , CTCF IP - Erythroid cells, Rep 2, CTCF IP - HEL 92.1.7 cells, Rep 8 , CTCF IP - HEL 92.1.7 cells, Rep 5 ",,,,,,,,,,,,
SPP,JUN,ELOVL1,vasculature,"JUN IP, JUN IP - HUVEC cells",,,,,,,,,,,,
SPP,YY1,ELOVL1,cns,YY1 IP - SK-N-SH cells,,,,,,,,,,,,
SPP,NFYA,ELOVL1,uterus,NFYA IP - HeLa cells,,,,,,,,,,,,
SPP,MAX,ELOVL1,lung,"MAX IP - A549 cells, MAX IP - A549 cells",,,,,,,,,,,,
SPP,REST,ELOVL1,cns,"REST IP - SK cells, REST IP - U87 cells, REST IP - PFSK1 cells, Rep 2, REST IP - PFSK-N-SH cells1 cells, Rep 1",,,,,,,,,,,,
SPP,JUN,ELOVL1,mammarygland,"JUN IP - Rep 1, JUN IP - Rep 2, JUN IP, JUN IP | CPDA, JUN IP | DEX",,,,,,,,,,,,
SPP,AR,ELOVL1,prostate,WT AR OE | FOXA1 ChIP-Seq,,,,,,,,,,,,
SPP,ZNF143,ELOVL1,leukocytes,"ZNF143 IP - K562 cells, ZNF143 IP - GM12878 cells",,,,,,,,,,,,
SPP,CEBPB,ELOVL1,colon,"CEBPB IP - HCT116 cells, CEBPB IP | 125DVD3",,,,,,,,,,,,
SPP,ASCL1,ELOVL1,skin,ASCL1 IP - NHDF,,,,,,,,,,,,
SPP,SATB1,ELOVL1,liver,SATB1 IP,,,,,,,,,,,,
SPP,CTCF,ELOVL1,liver,"CTCF IP - HepG2 cells, Rep 2 , CTCF IP - HepG2 cells, Rep 1 , CTCF IP - SK-N-SH cells, CTCF IP, CTCF IP - HepG2 cells ",,,,,,,,,,,,
SPP,STAT3,ELOVL1,leukocytes,"STAT3 IP - OCI-LY10, STAT3 IP - SU-DHL-10, STAT3 IP - SU-DHL-6, STAT3 IP - OCI-LY7, STAT3 IP - SU-DHL-4",,,,,,,,,,,,
SPP,CTCF,ELOVL1,pancreas,CTCF IP,,,,,,,,,,,,
SPP,GATA1,ELOVL1,hspcs,"GATA1 IP - PBDE cells, Rep 1, GATA1 IP - Rep 2, GATA1 IP - Rep 1, GATA1 IP - Rep 3",,,,,,,,,,,,
SPP,CEBPB,ELOVL1,leukocytes,"CEBPB IP - Rep 204, CEBPB ChIP-Seq - K562, CEBPB IP | oxLDL  - Rep 208, CEBPB IP, CEBPB IP - K562 cells",,,,,,,,,,,,
SPP,MAX,ELOVL1,leukocytes,"MAX IP - K562 cells, Rep 2, MAX IP - K562 cells, Rep 1, MAX IP - GM12878 cells, MAX IP - NB4 cells, MAX IP - K562 cells",,,,,,,,,,,,
SPP,STAT3,ELOVL1,mammarygland,"STAT3 IP - MCF10A cells, Rep 2, STAT3 IP | 4HT - MCF10 cells, 12 h, STAT3 IP | 4HT - MCF10 cells, 36 h",,,,,,,,,,,,
SPP,MAX,ELOVL1,liver,"MAX IP - MCF7 cells, MAX IP - HepG2 cells, MAX IP - HepG2 cells",,,,,,,,,,,,
SPP,CTCF,ELOVL1,kidney,"CTCF IP - HEK293 cells, Rep 1 , CTCF IP - RPTEC cells, Rep 2 , CTCF IP - HRE cells, Rep 1 , CTCF IP - HRE cells, Rep 2 , CTCF IP - HEK293 cells, Rep 2 , CTCF IP - RPTEC cells, Rep 1 ",,,,,,,,,,,,
SPP,ELF3,ELOVL1,pancreas,"ELF3 IP, ELF3 IP, ELF3 IP | KLF5 KO",,,,,,,,,,,,
SPP,CTCF,ELOVL1,vasculature,"CTCF IP - HPAF cells, Rep 1 , CTCF IP - HPAF cells, Rep 2 , CTCF IP - AoAFC cells, Rep 1 , CTCF IP - HBMEC cells, Rep 1 , CTCF IP - HBMEC cells, Rep 2 , CTCF IP - HUVEC cells , CTCF IP - HUVEC cells, Rep 2 , CTCF IP - HUVEC cells, Rep 1 ",,,,,,,,,,,,
SPP,GABPA,ELOVL1,leukocytes,"GABPA IP - GM12878 cells, Rep 2 , GABPA IP - HL cells, GABPA IP - Jurkat, Rep 2, GABPA IP - GM12878 cells, GABPA IP - K562 cells, GABPA IP - GM12878 cells, Rep 5 , GABPA IP - GM12878 cells, Rep 4 , GABPA IP - Jurkat, Rep 1, GABPA IP - GM12878 cells, Rep 3 , GABPA IP - GM12878 cells, Rep 1 ",,,,,,,,,,,,
SPP,GABPA,ELOVL1,liver,"GABPA IP, GABPA IP, GABPA IP, GABPA IP - MCF7 cells, GABPA IP - HepG2 cells",,,,,,,,,,,,
SPP,ELF1,ELOVL1,mammarygland,ELF1 IP - MCF7 cells,,,,,,,,,,,,
SPP,ERG,ELOVL1,prostate,"DHT | ERG ChIP-Seq - 18 h, ERG ChIP-Seq, DHT | ERG ChIP-Seq - 2 h, ERG ChIP-Seq",,,,,,,,,,,,
SPP,DHT,ELOVL1,prostate,"DHT | ERG ChIP-Seq - 18 h, DHT | FOXA1 ChIP-Seq, DHT | ERG ChIP-Seq - 2 h",,,,,,,,,,,,
SPP,CTCF,ELOVL1,skeletalmuscle,"CTCF IP - HSMM cells, Rep 2 , CTCF IP - HSMM cells, Rep 1 ",,,,,,,,,,,,
SPP,FOXM1,ELOVL1,bone,FOXM1 IP,,,,,,,,,,,,
SPP,CREB1,ELOVL1,leukocytes,"CREB1 IP - GM12878 cells, CREB1 IP - K562 cells",,,,,,,,,,,,
SPP,STAT2,ELOVL1,leukocytes,"STAT2 IP | IFNA1-13 - K562 cells, 30 min",,,,,,,,,,,,
SPP,IFNA1,ELOVL1,leukocytes,"STAT2 IP | IFNA1-13 - K562 cells, 30 min, MYC IP | IFNA1 - K562 cells, 6 h, IRF1 IP | IFNA1-13 - K562 cells, 6 h, MYC IP | IFNA1 - K562 cells, 30 min",,,,,,,,,,,,
SPP,STAT1,ELOVL1,uterus,"STAT1 IP | IFNG - HeLa cells, 30 min",,,,,,,,,,,,
SPP,IFNG,ELOVL1,uterus,"STAT1 IP | IFNG - HeLa cells, 30 min",,,,,,,,,,,,
SPP,MYB,ELOVL1,leukocytes,"MYB IP - Jurkat, Rep 5, MYB IP - MOLT3, MYB IP - Jurkat, Rep 4, MYB IP - Jurkat, Rep 1, MYB IP - Jurkat, Rep 2, MYB IP - Jurkat, Rep 3",,,,,,,,,,,,
SPP,PAX5,ELOVL1,leukocytes,"PAX5 IP - GM12878 cells, Rep 1, PAX5 IP - GM12878 cells, Rep 2, PAX5 IP - GM12892 cells",,,,,,,,,,,,
SPP,MYBL2,ELOVL1,liver,MYBL2 IP - HepG2 cells,,,,,,,,,,,,
SPP,E2F4,ELOVL1,uterus,E2F4 IP - HeLa cells,,,,,,,,,,,,
SPP,STAT5A,ELOVL1,leukocytes,"STAT5A IP - GM12878 cells, STAT5A IP - K562 cells",,,,,,,,,,,,
SPP,CTCF,ELOVL1,bone,"CTCF IP, CTCF IP - Osteoblasts ",,,,,,,,,,,,
SPP,FOXA1,ELOVL1,mammarygland,"FOXA1 ChIP-Seq - Rep 1, 17BE2 | FOXA1 ChIP-Seq - Rep 1, DHT | FOXA1 ChIP-Seq",,,,,,,,,,,,
SPP,TAL1,ELOVL1,stemcells,"TAL1 IP - Rep 1 , TAL1 IP - Rep 2 ",,,,,,,,,,,,
SPP,NFYB,ELOVL1,uterus,NFYB IP - HeLa cells,,,,,,,,,,,,
SPP,SREBF1,ELOVL1,liver,SREBF1 IP | INS + 22RHC - HepG2 cells,,,,,,,,,,,,
SPP,22RHC; INS,ELOVL1,liver,SREBF1 IP | INS + 22RHC - HepG2 cells,,,,,,,,,,,,
SPP,GTF2F1,ELOVL1,uterus,GTF2F1 IP - HeLa cells,,,,,,,,,,,,
SPP,CTCF,ELOVL1,heart,"CTCF IP - HCF cells , CTCF IP - myocytes cells, Rep 1 , CTCF IP - myocytes cells, Rep 2 ",,,,,,,,,,,,
SPP,MYC,ELOVL1,leukocytes,"MYC IP | IFNG - K562 cells, 30 min, MYC IP | IFNA1 - K562 cells, 6 h, MYC IP - K562 cells, Rep 2, MYC IP - NB4 cells, MYC IP - K562 cells, Rep 1, MYC IP | IFNA1 - K562 cells, 30 min, MYC IP | IFNG - K562 cells, 6 h",,,,,,,,,,,,
SPP,ZNF143,ELOVL1,stemcells,ZNF143 IP - H1 cells,,,,,,,,,,,,
SPP,CTCF,ELOVL1,miscellaneous,"CTCF IP - AG09319 cells, Rep 2 , CTCF IP - AG09319 cells, Rep 1 ",,,,,,,,,,,,
SPP,ELF1,ELOVL1,leukocytes,"ELF1 IP - SK-N-SH cells, ELF1 IP - SK-N-SH cells",,,,,,,,,,,,
SPP,E2F1,ELOVL1,uterus,"E2F1 IP - HeLa cells, Rep 1, E2F1 IP - HeLa cells, Rep 2",,,,,,,,,,,,
SPP,NFYB,ELOVL1,leukocytes,"NFYB IP - GM12878 cells, NFYB IP - K562 cells",,,,,,,,,,,,
SPP,CREB1,ELOVL1,uterus,CREB1 IP - ECC1 cells,,,,,,,,,,,,
SPP,KLF5,ELOVL1,stomach,KLF5 IP - KATOIII,,,,,,,,,,,,
SPP,BCL3,ELOVL1,leukocytes,BCL3 IP - GM12878 cells,,,,,,,,,,,,
SPP,GABPA,ELOVL1,prostate,"GABPA IP | R1881, GABPA IP - Rep 2, GABPA IP - Rep 1",,,,,,,,,,,,
SPP,R1881,ELOVL1,prostate,GABPA IP | R1881,,,,,,,,,,,,
SPP,REST,ELOVL1,leukocytes,"REST IP - K562 cells , REST IP - Â K562 cells, REST IP - K562 cells",,,,,,,,,,,,
SPP,DEX,ELOVL1,lung,"CTCF IP | DEX - A549 cells, CTCF IP | DEX - A549 cells , CREB1 IP | DEX - A549 cells",,,,,,,,,,,,
SPP,JUND,ELOVL1,cns,"JUND IP - SK-N-SH cells , JUND IP - SK-N-SH cells",,,,,,,,,,,,
SPP,CTCF,ELOVL1,placenta,"CTCF IP - HVMF cells, Rep 1 , CTCF IP - HVMF cells, Rep 2 ",,,,,,,,,,,,
SPP,HIF1A,ELOVL1,bone,HIF1A IP,,,,,,,,,,,,
SPP,ATF2,ELOVL1,colon,ATF2 IP ,,,,,,,,,,,,
SPP,TP53,ELOVL1,mammarygland,TP53 IP,,,,,,,,,,,,
SPP,RUNX1T1,ELOVL1,leukocytes,RUNX1T1 IP,,,,,,,,,,,,
SPP,GATA1,ELOVL1,leukocytes,"GATA1 ChIP-Seq - SC266, GATA1 ChIP-Seq - K562",,,,,,,,,,,,
SPP,UBTF,ELOVL1,leukocytes,"UBTF IP - K562 cells, UBTF IP - K562 cells",,,,,,,,,,,,
SPP,MAZ,ELOVL1,liver,MAZ IP - HepG2 cells,,,,,,,,,,,,
SPP,ZBTB7A,ELOVL1,liver,ZBTB7A IP - HepG2 cells,,,,,,,,,,,,
SPP,JUND,ELOVL1,lung,JUND IP - A549 cells,,,,,,,,,,,,
SPP,HEY1,ELOVL1,liver,HEY1 IP - HepG2 cells,,,,,,,,,,,,
SPP,E2F6,ELOVL1,lung,E2F6 IP - A549 cells,,,,,,,,,,,,
SPP,ATF2,ELOVL1,leukocytes,ATF2 IP - GM12878 cells,,,,,,,,,,,,
SPP,MAX,ELOVL1,vasculature,MAX IP - HUVEC cells,,,,,,,,,,,,
SPP,TBP,ELOVL1,uterus,TBP IP - HeLa cells,,,,,,,,,,,,
SPP,GTF2B,ELOVL1,uterus,"GTF2B IP - Rep 2, GTF2B IP - Rep 3, GTF2B IP | RO306",,,,,,,,,,,,
SPP,MYC,ELOVL1,mammarygland,"MYC IP, MYC IP | 4HT - MCF10A cells, DHT | MYC ChIP-Seq, MYC IP - MCF-10A cells",,,,,,,,,,,,
SPP,MXI1,ELOVL1,uterus,MXI1 IP - HeLa cells,,,,,,,,,,,,
SPP,MYC,ELOVL1,colon,MYC IP - DTT,,,,,,,,,,,,
SPP,TCF7L2,ELOVL1,hspcs,"TCF7L2 IP - Rep 2, TCF7L2 IP - Rep 1",,,,,,,,,,,,
SPP,TAL1,ELOVL1,leukocytes,TAL1 IP - K562 cells,,,,,,,,,,,,
SPP,HNF1B,ELOVL1,pancreas,HNF1B IP,,,,,,,,,,,,
SPP,CEBPA,ELOVL1,leukocytes,CEBPA IP,,,,,,,,,,,,
SPP,FOXA1,ELOVL1,pancreas,"FOXA1 IP, FOXA1 IP",,,,,,,,,,,,
SPP,HEY1,ELOVL1,leukocytes,HEY1 IP - K562 cells,,,,,,,,,,,,
SPP,KLF5,ELOVL1,stemcells,KLF5 IP - Rep 1 ,,,,,,,,,,,,
SPP,GABPA,ELOVL1,lung,GABPA IP - A549 cells,,,,,,,,,,,,
SPP,TCF7L2,ELOVL1,mammarygland,"DHT | TCF7L2 ChIP-Seq, TCF7L2 ChIP-Seq",,,,,,,,,,,,
SPP,DHT,ELOVL1,mammarygland,"DHT | TCF7L2 ChIP-Seq, DHT | MYC ChIP-Seq, DHT | FOXA1 ChIP-Seq",,,,,,,,,,,,
SPP,STAT1,ELOVL1,leukocytes,"STAT1 IP - Rep 5, STAT1 IP - Rep 3, STAT1 IP - Rep 1, STAT1 IP - Rep 4, STAT1 IP - Rep 2, STAT1 IP - Rep 6",,,,,,,,,,,,
SPP,ZEB1,ELOVL1,liver,ZEB1 IP - HepG2 cells,,,,,,,,,,,,
SPP,OTX2,ELOVL1,stemcells,"OTX2 IP - Rep 5 , OTX2 IP - Rep 4 , OTX2 IP - Rep 10 , OTX2 IP - Rep 3 ",,,,,,,,,,,,
SPP,MXI1,ELOVL1,cns,MXI1 IP - SK-N-SH cells ,,,,,,,,,,,,
SPP,CTCF,ELOVL1,sensory,"CTCF IP - WERI-Rb-1- cells, Rep 1 , CTCF IP - HRPEpiC cells, Rep 1 , CTCF IP - WERI , CTCF IP - HRPEpiC cells, Rep 2 ",,,,,,,,,,,,
SPP,GATA2,ELOVL1,leukocytes,"GATA2 IP - K562 cells, GATA2 IP - K562 cells",,,,,,,,,,,,
SPP,MXI1,ELOVL1,leukocytes,"MXI1 IP - GM12878 cells, MXI1 IP - K562 cells",,,,,,,,,,,,
SPP,125DVD3,ELOVL1,colon,CEBPB IP | 125DVD3,,,,,,,,,,,,
SPP,BAY082,ELOVL1,leukocytes,"RELA IP | BAY082  - IVD Th1 cells, PIA",,,,,,,,,,,,
SPP,MTA3,ELOVL1,leukocytes,MTA3 IP - GM12878 cells,,,,,,,,,,,,
SPP,NANOG,ELOVL1,stemcells,NANOG IP - Rep 5 ,,,,,,,,,,,,
SPP,MAX,ELOVL1,stemcells,MAX IP - H1 cells,,,,,,,,,,,,
SPP,GATA3,ELOVL1,cns,GATA3 IP - SK-N-SH cells,,,,,,,,,,,,
SPP,FOXA2,ELOVL1,embryonictissue,FOXA2 IP - Rep 2,,,,,,,,,,,,
SPP,GATA2,ELOVL1,vasculature,GATA2 IP - HUVEC cells,,,,,,,,,,,,
SPP,SMAD1,ELOVL1,hspcs,"SMAD1 IP - Rep 1, SMAD1 IP - Rep 4, SMAD1 IP - Rep 3",,,,,,,,,,,,
SPP,TBP,ELOVL1,stemcells,TBP IP - H1 cells,,,,,,,,,,,,
SPP,ZBTB7A,ELOVL1,uterus,ZBTB7A IP - ECC1 cells,,,,,,,,,,,,
SPP,FOSL1,ELOVL1,colon,FOSL1 IP - HCT116 cells,,,,,,,,,,,,
SPP,FOS,ELOVL1,vasculature,FOS IP - HUVEC cells,,,,,,,,,,,,
SPP,IRF3,ELOVL1,uterus,IRF3 IP - HeLa cells,,,,,,,,,,,,
SPP,HMBOX1,ELOVL1,lung,HMBOX1 IP,,,,,,,,,,,,
SPP,ELF1,ELOVL1,liver,ELF1 IP - HepG2 cells,,,,,,,,,,,,
SPP,EGR1,ELOVL1,uterus,EGR1 IP - ECC1 cells,,,,,,,,,,,,
SPP,CREB1,ELOVL1,liver,"CREB1 IP, CREB1 IP - HepG2 cells, CREB1 IP, CREB1 IP",,,,,,,,,,,,
SPP,MYC,ELOVL1,lung,MYC IP - A549 cells,,,,,,,,,,,,
SPP,ATF3,ELOVL1,colon,"ATF3 IP | CAMPTO, ATF3 IP - HCT116 cells",,,,,,,,,,,,
SPP,RUNX1,ELOVL1,hspcs,"RUNX1, RUNX1 IP",,,,,,,,,,,,
SPP,E2F3,ELOVL1,colon,E2F3 IP ,,,,,,,,,,,,
SPP,TEAD4,ELOVL1,colon,TEAD4 IP - HCT116 cells,,,,,,,,,,,,
SPP,CEBPB,ELOVL1,lung,"CEBPB ChIP-Seq - IMR90, CEBPB IP - A549 cells",,,,,,,,,,,,
SPP,EGR1,ELOVL1,colon,EGR1 IP - HCT116 cells,,,,,,,,,,,,
SPP,FOSL1,ELOVL1,mammarygland,FOSL1 IP,,,,,,,,,,,,
SPP,MAX,ELOVL1,colon,MAX IP - HCT116 cells,,,,,,,,,,,,
SPP,CREB1,ELOVL1,lung,CREB1 IP | DEX - A549 cells,,,,,,,,,,,,
SPP,PBX3,ELOVL1,lung,PBX3 IP - A549 cells,,,,,,,,,,,,
SPP,CTCF,ELOVL1,stemcells,"CTCF IP - H1 cells, CTCF IP - Rep 4 , CTCF IP - Rep 2 , CTCF IP - H1 cells , CTCF IP - Rep 5 , CTCF IP - Rep 6 , CTCF IP - Rep 1 , CTCF IP - Rep 7 ",,,,,,,,,,,,
SPP,EBF1,ELOVL1,leukocytes,"EBF1 IP - GM12878 cells, EBF1 IP - GM12878 cells",,,,,,,,,,,,
SPP,YY1,ELOVL1,lung,YY1 IP - A549 cells,,,,,,,,,,,,
SPP,FOXM1,ELOVL1,leukocytes,FOXM1 IP - GM12878 cells,,,,,,,,,,,,
SPP,TCF7L2,ELOVL1,uterus,TCF7L2 IP - HeLa cells,,,,,,,,,,,,
SPP,JUN,ELOVL1,uterus,JUN IP - HeLa cells,,,,,,,,,,,,
SPP,BHLHE40,ELOVL1,leukocytes,"BHLHE40 IP - K562 cells, BHLHE40 IP - GM12878 cells",,,,,,,,,,,,
SPP,TBP,ELOVL1,leukocytes,"TBP IP - K562 cells, TBP IP - GM12878 cells",,,,,,,,,,,,
SPP,TP53,ELOVL1,bone,TP53 IP | TP53EE/RR OE,,,,,,,,,,,,
SPP,GATA3,ELOVL1,lung,GATA3 IP - A549 cells,,,,,,,,,,,,
SPP,CPDA,ELOVL1,mammarygland,JUN IP | CPDA,,,,,,,,,,,,
SPP,ZBTB7A,ELOVL1,leukocytes,ZBTB7A IP - SK-N-SH cells,,,,,,,,,,,,
SPP,FOSL2,ELOVL1,cns,FOSL2 IP - SK-N-SH cells,,,,,,,,,,,,
SPP,GATA6,ELOVL1,stomach,"GATA6 IP - AGS, GATA6 IP - YCC3",,,,,,,,,,,,
SPP,SP1,ELOVL1,lung,SP1 IP - A549 cells,,,,,,,,,,,,
SPP,SRF,ELOVL1,stemcells,"SRF IP - Rep 7 , SRF IP - Rep 4 ",,,,,,,,,,,,
SPP,FOXA1,ELOVL1,liver,"FOXA1 IP - HepG2 cells, Rep 1",,,,,,,,,,,,
SPP,CEBPB,ELOVL1,uterus,"CEBPB IP - ECC1 cells, CEBPB ChIP-Seq - HeLaS3",,,,,,,,,,,,
SPP,SP1,ELOVL1,leukocytes,"SP1 IP - K562 cells, SP1 IP - GM12878 cells",,,,,,,,,,,,
SPP,ERG,ELOVL1,leukocytes,ERG IP - Rep 1,,,,,,,,,,,,
SPP,IKZF1,ELOVL1,leukocytes,IKZF1 IP - GM12878 cells,,,,,,,,,,,,
SPP,GATA4,ELOVL1,stomach,GATA4 IP - AGS,,,,,,,,,,,,
SPP,IRF1,ELOVL1,pancreas,IRF1 IP,,,,,,,,,,,,
SPP,TEAD4,ELOVL1,stemcells,TEAD4 IP - H1 cells,,,,,,,,,,,,
SPP,FOS,ELOVL1,uterus,FOS IP - HeLa cells,,,,,,,,,,,,
SPP,JUN,ELOVL1,leukocytes,"JUN IP - K562 cells, Rep 1, JUN IP - K562 cells, Rep 2",,,,,,,,,,,,
SPP,GABPA,ELOVL1,stemcells,GABPA IP - H1 cells,,,,,,,,,,,,
SPP,KLF5,ELOVL1,pancreas,"ELF3 IP | KLF5 KO, KLF5 IP",,,,,,,,,,,,
SPP,BARX1,ELOVL1,colon,BARX1 IP - Rep 1 ,,,,,,,,,,,,
SPP,CTCF,ELOVL1,adiposetissue,"CTCF ChIP-Seq - d 9, CTCF ChIP-Seq - d -2, CTCF ChIP-Seq - d 0",,,,,,,,,,,,
SPP,GATA6,ELOVL1,stemcells,GATA6 IP - Rep 7 ,,,,,,,,,,,,
SPP,FOXA2,ELOVL1,stemcells,FOXA2 IP - ES D2,,,,,,,,,,,,
SPP,BCL3,ELOVL1,lung,BCL3 IP - A549 cells,,,,,,,,,,,,
SPP,E2F1,ELOVL1,mammarygland,"E2F1 IP, E2F1 IP - MCF7 cells",,,,,,,,,,,,
SPP,SP1,ELOVL1,stemcells,"SP1 IP - Rep 1 , SP1 IP - H1 cells",,,,,,,,,,,,
SPP,HMGN3,ELOVL1,leukocytes,HMGN3 IP - K562 cells,,,,,,,,,,,,
SPP,IRF1,ELOVL1,colon,IRF1 IP ,,,,,,,,,,,,
SPP,CREB1,ELOVL1,stemcells,CREB1 IP - H1 cells,,,,,,,,,,,,
SPP,SP1,ELOVL1,liver,SP1 IP - HepG2 cells,,,,,,,,,,,,
SPP,EGR1,ELOVL1,leukocytes,EGR1 IP - K562 cells,,,,,,,,,,,,
SPP,TP53,ELOVL1,skin,TP53 IP,,,,,,,,,,,,
SPP,FOXM1,ELOVL1,cns,FOXM1 IP - SK-N-SH cells,,,,,,,,,,,,
SPP,NFYC,ELOVL1,colon,NFYC IP ,,,,,,,,,,,,
SPP,TEAD4,ELOVL1,uterus,TEAD4 IP - ECC1 cells,,,,,,,,,,,,
SPP,USF1,ELOVL1,colon,USF1 IP - HCT116 cells,,,,,,,,,,,,
SPP,STAT3,ELOVL1,uterus,STAT3 IP - HeLa cells,,,,,,,,,,,,
SPP,MAFK,ELOVL1,lung,MAFK IP - IMR cells,,,,,,,,,,,,
SPP,TCF7L2,ELOVL1,pancreas,TCF7L2 IP,,,,,,,,,,,,
SPP,MXI1,ELOVL1,liver,MXI1 IP - HepG2 cells,,,,,,,,,,,,
SPP,RELA,ELOVL1,colon,RELA IP ,,,,,,,,,,,,
SPP,GLI2,ELOVL1,colon,GLI2 IP ,,,,,,,,,,,,
SPP,FOSL2,ELOVL1,lung,FOSL2 IP - A549 cells,,,,,,,,,,,,
SPP,JUND,ELOVL1,leukocytes,JUND IP - K562 cells,,,,,,,,,,,,
SPP,SP2,ELOVL1,stemcells,SP2 IP - H1 cells,,,,,,,,,,,,
SPP,MAZ,ELOVL1,lung,MAZ IP - IMR cells,,,,,,,,,,,,
SPP,MYC,ELOVL1,liver,MYC IP,,,,,,,,,,,,
SPP,17BE2,ELOVL1,mammarygland,17BE2 | FOXA1 ChIP-Seq - Rep 1,,,,,,,,,,,,
SPP,YY1,ELOVL1,stemcells,YY1 IP - H1 cells,,,,,,,,,,,,
SPP,YY1,ELOVL1,liver,YY1 IP - HepG2 cells,,,,,,,,,,,,
SPP,JUND,ELOVL1,uterus,JUND IP - HeLa cells,,,,,,,,,,,,
SPP,SP2,ELOVL1,leukocytes,SP2 IP - K562 cells,,,,,,,,,,,,
SPP,MAFF,ELOVL1,leukocytes,MAFF IP - K562 cells,,,,,,,,,,,,
SPP,GABPA,ELOVL1,uterus,GABPA IP - HeLa cells,,,,,,,,,,,,
SPP,FOXM1,ELOVL1,uterus,FOXM1 IP - ECC1 cells,,,,,,,,,,,,
