TF,TargetGene,Tissue,Chea,Signor,Trrust,Experiment,SPP_Pubmed,Pair,PS_frequency,Tissue_frequency,PS_Confidence,Tissue_Confidence
CEBPB,LDLR,stemcells,,,,"CEBPB IP, CEBPB IP, CEBPB IP, CEBPB IP, CEBPB IP - H1 cells",,CEBPB -> LDLR,7,8,high,high
CEBPB,LDLR,uterus,,,,"CEBPB ChIP-Seq - HeLaS3, CEBPB IP - ECC1 cells",,CEBPB -> LDLR,7,8,high,high
CREB1,LDLR,colon,,,,CREB1 IP,,CREB1 -> LDLR,7,7,high,medium
CREB1,LDLR,leukocytes,,,,"CREB1 IP - GM12878 cells, CREB1 IP - K562 cells, CREB1 IP",,CREB1 -> LDLR,7,7,high,medium
CREB1,LDLR,liver,,,,"CREB1 IP, CREB1 IP, CREB1 IP - HepG2 cells, CREB1 IP",,CREB1 -> LDLR,7,7,high,medium
CREB1,LDLR,lung,,,,"CREB1 IP - A549 cells, Rep 2, CREB1 IP | DEX - A549 cells",,CREB1 -> LDLR,7,7,high,medium
CREB1,LDLR,prostate,,,,"FOXA1 siRNA | CREB1 ChIP-Seq - Rep 2, CREB1 siRNA | FOXA1 ChIP-Seq - Rep 2, CREB1 siRNA | FOXA1 ChIP-Seq - Rep 1, CREB1 ChIP-Seq - Rep 1, FOXA1 siRNA | CREB1 ChIP-Seq - Rep 1, CREB1 ChIP-Seq - LNCaP, CREB1 ChIP-Seq - LNCaP-abl, CREB1 ChIP-Seq - Rep 2",,CREB1 -> LDLR,7,7,high,medium
CREB1,LDLR,stemcells,,,,CREB1 IP - H1 cells,24076218,CREB1 -> LDLR,7,7,high,medium
CREB1,LDLR,uterus,,,,CREB1 IP - ECC1 cells,,CREB1 -> LDLR,7,7,high,medium
CTCF,LDLR,colon,,,,"CTCF IP - Caco-2 cells, Rep 1",22955980,CTCF -> LDLR,9,14,high,high
CTCF,LDLR,hspcs,,,,"CTCF IP - Erythroid cells, Rep 2",,CTCF -> LDLR,9,14,high,high
CTCF,LDLR,leukocytes,,,,"CTCF IP - K562 cells, Rep 13 , CTCF IP - GM11994 cells, Rep 2, CTCF IP - GM12892 cells, Rep 2 , CTCF IP -  DND , CTCF IP - GM11831 cells, CTCF IP - GM12890 cells, Rep 1 , CTCF IP - GM2588 cells, Rep 1 , CTCF IP - GM18486 cells, Rep 3 , CTCF IP - UT-7 cells, Rep 5 , CTCF IP - GM2255 cells, Rep 1 , CTCF IP - GM19238 cells, Rep 1 , CTCF IP - GM12878 cells, Rep 1 , CTCF IP - GM19240 cells, Rep 2 , CTCF IP - GM12878 cells, Rep 2 , CTCF IP - UT-7 cells, Rep 3 , CTCF IP - GM2610 cells, Rep 2 , CTCF IP - GM2255 cells, Rep 3 , CTCF IP - GM19238 cells, Rep 2 , CTCF IP - GM12890 cells, Rep 3 , CTCF IP - GM2610 cells, Rep 3 , CTCF IP - GM06986 cells, CTCF IP - MS1 cells, Rep 1 , CTCF IP - GM12892 cells, Rep 1 , CTCF IP - K562 cells, Rep 16 , CTCF IP - GM19240 cells, Rep 1 , CTCF IP - MS1 cells, Rep 2 , CTCF IP - GM2630 cells, Rep 3 , CTCF IP - GM19239 cells, Rep 2 , CTCF IP - GM12891 cells, Rep 2 , CTCF IP - GM2630 cells, Rep 1 , CTCF IP - GM19239 cells, Rep 1 , CTCF IP - GM2630 cells, Rep 2 , CTCF IP - GM2588 cells, Rep 2 , CTCF IP - MS1 cells, Rep 3 , CTCF IP - GM12891 cells, Rep 1 , CTCF IP - MS1 cells, Rep 4 , CTCF IP - GM2255 cells, Rep 2 , CTCF IP - GM18486 cells, Rep 1 , CTCF IP - K562 cells, CTCF ChIP-Seq - GM12878, CTCF IP, CTCF IP - GM2610 cells, Rep 1 , CTCF IP - GM2588 cells, Rep 3 , CTCF IP - GM18526 cells, Rep 2",,CTCF -> LDLR,9,14,high,high
CTCF,LDLR,liver,,,,"CTCF IP, CTCF IP - SK-N-SH cells, CTCF IP - HepG2 cells",,CTCF -> LDLR,9,14,high,high
CTCF,LDLR,lung,,,,"CTCF IP - A549 cells, CTCF IP - A549 cells , CTCF IP | DEX - A549 cells, CTCF IP - IMR cells, CTCF IP - HPF cells, Rep 2",,CTCF -> LDLR,9,14,high,high
CTCF,LDLR,mammarygland,,,,"CTCF IP - MCF7 cells, CTCF IP - HMEC cells, Rep 1 , CTCF IP - HMF cells, Rep 1",,CTCF -> LDLR,9,14,high,high
CTCF,LDLR,megakaryocytelineage,,,,"CTCF IP - MEG-01 cells, Rep 4 , CTCF IP - MEG-01 cells, Rep 8 , CTCF IP - MEG-01 cells, Rep 6 , CTCF IP - MEG-01 cells, Rep 2 , CTCF IP - MEG-01 cells, Rep 10",,CTCF -> LDLR,9,14,high,high
CTCF,LDLR,miscellaneous,,,,"CTCF IP - AG09319 cells, Rep 2 , CTCF IP - AG09319 cells, Rep 1",,CTCF -> LDLR,9,14,high,high
CTCF,LDLR,sensory,,,,"CTCF IP - WERI-Rb-1- cells, Rep 1",,CTCF -> LDLR,9,14,high,high
CTCF,LDLR,skeletalmuscle,,,,"CTCF IP - HSMM cells, Rep 2",22955616,CTCF -> LDLR,9,14,high,high
CTCF,LDLR,skin,,,,"CTCF IP - AG04449 cells, Rep 2 , CTCF IP - AG10803 cells, Rep 2",,CTCF -> LDLR,9,14,high,high
CTCF,LDLR,stemcells,,,,CTCF IP - Rep 6,,CTCF -> LDLR,9,14,high,high
CTCF,LDLR,uterus,,,,CTCF IP - HeLa cells,,CTCF -> LDLR,9,14,high,high
CTCF,LDLR,vasculature,,,,"CTCF IP - HPAF cells, Rep 2 , CTCF IP - HPAF cells, Rep 1",,CTCF -> LDLR,9,14,high,high
CUX1,LDLR,leukocytes,,,,"CUX1 IP - K562 cells, CUX1 IP - GM12878 cells",,CUX1 -> LDLR,2,2,low,low
CUX1,LDLR,mammarygland,19635798,,,,,CUX1 -> LDLR,2,2,low,low
DACH1,LDLR,mammarygland,20351289,,,,,DACH1 -> LDLR,1,1,low,low
E2F1,LDLR,mammarygland,,,,"E2F1 IP - MCF7 cells, E2F1 IP",28411283,E2F1 -> LDLR,2,3,low,low
E2F1,LDLR,prostate,,,,"BICALU | E2F1 ChIP-Seq - Rep 1, BICALU + HES6OE | E2F1 ChIP-Seq - Rep 4, BICALU | E2F1 ChIP-Seq - Rep 3, HES6 OE | E2F1 ChIP-Seq - Rep 3, E2F1 ChIP-Seq - Rep 2, E2F1 ChIP-Seq - Rep 3, HES6 OE | E2F1 ChIP-Seq - Rep 1, HES6 OE + BICALU | E2F1 ChIP-Seq - Rep 1, E2F1 ChIP-Seq - Rep 4, E2F1 ChIP-Seq - Rep 1, HES6 OE + BICALU | E2F1 ChIP-Seq - Rep 3",,E2F1 -> LDLR,2,3,low,low
E2F1,LDLR,uterus,,,,"E2F1 IP - HeLa cells, Rep 2",,E2F1 -> LDLR,2,3,low,low
E2F3,LDLR,colon,,,,E2F3 IP,,E2F3 -> LDLR,1,1,low,low
E2F4,LDLR,leukocytes,,,,E2F4 IP - K562 cells,,E2F4 -> LDLR,2,3,low,low
E2F4,LDLR,mammarygland,,,,E2F4 IP | 4HT - MCF10 cells,,E2F4 -> LDLR,2,3,low,low
E2F4,LDLR,uterus,,,,E2F4 IP - HeLa cells,,E2F4 -> LDLR,2,3,low,low
E2F6,LDLR,leukocytes,,,,E2F6 IP - K562 cells,24076218,E2F6 -> LDLR,2,2,low,low
E2F6,LDLR,stemcells,,,,E2F6 IP - H1 cells,24076218,E2F6 -> LDLR,2,2,low,low
EBF1,LDLR,adiposetissue,,,,EBF1 IP,,EBF1 -> LDLR,2,2,low,low
EBF1,LDLR,leukocytes,,,,"EBF1 IP - GM12878 cells, EBF1 IP - GM12878 cells",,EBF1 -> LDLR,2,2,low,low
EGR1,LDLR,colon,,,,EGR1 IP - HCT116 cells,24076218,EGR1 -> LDLR,3,3,low,low
EGR1,LDLR,leukocytes,,,,EGR1 IP - K562 cells,24076218,EGR1 -> LDLR,3,3,low,low
EGR1,LDLR,uterus,,,,EGR1 IP - ECC1 cells,24076218,EGR1 -> LDLR,3,3,low,low
ELF1,LDLR,cns,,,,ELF1 IP - SK-N-SH cells,,ELF1 -> LDLR,5,5,medium,medium
ELF1,LDLR,colon,,,,ELF1 IP - HCT116 cells,,ELF1 -> LDLR,5,5,medium,medium
ELF1,LDLR,leukocytes,,,,"ELF1 IP - SK-N-SH cells, ELF1 IP - SK-N-SH cells",,ELF1 -> LDLR,5,5,medium,medium
ELF1,LDLR,liver,,,,ELF1 IP - HepG2 cells,,ELF1 -> LDLR,5,5,medium,medium
ELF1,LDLR,mammarygland,,,,ELF1 IP - MCF7 cells,,ELF1 -> LDLR,5,5,medium,medium
ELF3,LDLR,pancreas,,,,"ELF3 IP, ELF3 IP, ELF3 IP | KLF5 KO",,ELF3 -> LDLR,1,1,low,low
ELK1,LDLR,uterus,,,,"ELK1 IP - HeLa, ELK1 IP - HeLa cells",,ELK1 -> LDLR,1,1,low,low
ELK4,LDLR,uterus,,,,"ELK4 IP - HeLa cells, ELK4 IP - HeLa, Rep 1",,ELK4 -> LDLR,1,1,low,low
ERG,LDLR,leukocytes,,,,ERG IP - Rep 1,,ERG -> LDLR,2,2,low,low
ERG,LDLR,prostate,,,,"JQI | ERG ChIP-Seq - Rep 2, JQI | ERG ChIP-Seq - Rep 1, ERG ChIP-Seq, DHT | ERG ChIP-Seq - 18 h, DHT | ERG ChIP-Seq - 2 h, ERG ChIP-Seq",,ERG -> LDLR,2,2,low,low
ETS1,LDLR,leukocytes,,,,"ETS1 IP - K562 cells, ETS1 IP - GM12878 cells, ETS1 IP",,ETS1 -> LDLR,2,2,low,low
ETS1,LDLR,lung,,,,ETS1 IP - A549 cells,,ETS1 -> LDLR,2,2,low,low
ETV5,LDLR,colon,,,,ETV5 IP,,ETV5 -> LDLR,1,1,low,low
FLI1,LDLR,hspcs,,,,FLI1 IP,,FLI1 -> LDLR,1,1,low,low
FOS,LDLR,leukocytes,,,,FOS IP - K562 cells,,FOS -> LDLR,3,4,low,medium
FOS,LDLR,mammarygland,,,,"FOS IP - MCF10A cells, FOS IP | 4HT - MCF10A cells, 12 h, FOS IP | 17BE2, FOS IP | 4HT - MCF10A cells, 4 h, FOS IP | 4HT - MCF10A cells, 36 h",,FOS -> LDLR,3,4,low,medium
FOS,LDLR,uterus,,,,FOS IP - HeLa cells,,FOS -> LDLR,3,4,low,medium
FOS,LDLR,vasculature,,,,FOS IP - HUVEC cells,,FOS -> LDLR,3,4,low,medium
FOSL1,LDLR,colon,,,,FOSL1 IP - HCT116 cells,,FOSL1 -> LDLR,3,3,low,low
FOSL1,LDLR,leukocytes,,,,FOSL1 IP - K562 cells,,FOSL1 -> LDLR,3,3,low,low
FOSL1,LDLR,mammarygland,,,,FOSL1 IP,28411283,FOSL1 -> LDLR,3,3,low,low
FOSL2,LDLR,cns,,,,FOSL2 IP - SK-N-SH cells,,FOSL2 -> LDLR,4,4,medium,medium
FOSL2,LDLR,liver,,,,FOSL2 IP - HepG2 cells,,FOSL2 -> LDLR,4,4,medium,medium
FOSL2,LDLR,lung,,,,FOSL2 IP - A549 cells,,FOSL2 -> LDLR,4,4,medium,medium
FOSL2,LDLR,mammarygland,,,,FOSL2 IP - MCF7 cells,,FOSL2 -> LDLR,4,4,medium,medium
FOXA1,LDLR,liver,,,,"FOXA1 IP - HepG2 cells, Rep 1, FOXA1 IP - HepG2 cells, Rep 2",,FOXA1 -> LDLR,5,7,medium,medium
FOXA1,LDLR,lung,,,,"FOXA1 IP - A549 cells, FOXA1 IP | DEX - A549 cells",,FOXA1 -> LDLR,5,7,medium,medium
FOXA1,LDLR,mammarygland,,,,"DEX | FOXA1 ChIP-Seq - Rep 1, DEX | FOXA1 ChIP-Seq - Rep 1, FOXA1 ChIP-Seq, DEX | FOXA1 ChIP-Seq - Rep 2, FOXA1 ChIP-Seq - Rep 2, FOXA1 ChIP-Seq - Rep 2, 17BE2 | FOXA1 ChIP-Seq - Rep 2, 17BE2 | FOXA1 ChIP-Seq - Rep 1, DHT | FOXA1 ChIP-Seq, FOXA1 IP - T47D cells, FOXA1 ChIP-Seq - Rep 1, 17BE2 | FOXA1 ChIP-Seq - Rep 1, 17BE2 | FOXA1 ChIP-Seq - Rep 2, TNF | FOXA1 ChIP-Seq - Rep 2, DEX | FOXA1 ChIP-Seq - Rep 2, DEX | FOXA1 ChIP-Seq - Rep 2, 17BE2 | FOXA1 ChIP-Seq - Rep 2, 17BE2 | FOXA1 ChIP-Seq, FOXA1 ChIP-Seq - Rep 1, DEX | FOXA1 ChIP-Seq - Rep 1, FOXA1 ChIP-Seq - Rep 1, FOXA1 IP | 17BE2 - MCF-7",,FOXA1 -> LDLR,5,7,medium,medium
FOXA1,LDLR,pancreas,,,,"FOXA1 IP, FOXA1 IP, FOXA1 IP | KLF5 KO",,FOXA1 -> LDLR,5,7,medium,medium
FOXA1,LDLR,prostate,,,,"POU2F1 KD + DHT | FOXA1 ChIP-Seq, AR C562S OE + FOXA1 OE | FOXA1 ChIP-Seq, CON KD  | FOXA1 ChIP-Seq, FOXA1 siRNA | CREB1 ChIP-Seq - Rep 2, R1881 | FOXA1 ChIP-Seq - Rep 1, CREB1 siRNA | FOXA1 ChIP-Seq - Rep 2, FOXA1 KD | GATA2 ChIP-Seq, FOXA1 ChIP-Seq, CON KD | FOXA1 ChIP-Seq, CON KD | FOXA1 ChIP-Seq, FOXA1 KD | FOXA1 ChIP-Seq, FOXA1 ChIP-Seq - Rep 1, WT AR OE + FOXA1 OE | FOXA1 ChIP-Seq, FOXA1 ChIP-Seq, FOXA1 KD | FOXA1 ChIP-Seq, CREB1 siRNA | FOXA1 ChIP-Seq - Rep 1, GATA2 KD  | FOXA1 ChIP-Seq, WT AR OE | FOXA1 ChIP-Seq, FOXA1 ChIP-Seq - Rep 2, EtOH | FOXA1 ChIP-Seq - , DHT | FOXA1 ChIP-Seq, R1881 | FOXA1 ChIP-Seq - Rep 2, GATA2 KD + R1881 | FOXA1 ChIP-Seq, AR Q640X OE + FOXA1 OE | FOXA1 ChIP-Seq, FOXA1 ChIP-Seq - LNCaP-abl, FOXA1 siRNA | CREB1 ChIP-Seq - Rep 1, CON KD + R1881 | FOXA1 ChIP-Seq, PIAS1 + R1881 | FOXA1 ChIP-Seq - Rep 2, PIAS1 + R1881 | FOXA1 ChIP-Seq - Rep 1, WT AR OE + FOXA1 OE | FOXA1 ChIP-Seq - high FOXA1, FOXA1 ChIP-Seq, CON KD | FOXA1 ChIP-Seq",,FOXA1 -> LDLR,5,7,medium,medium
FOXA1,LDLR,stemcells,,,,FOXA1 IP - ES D10,,FOXA1 -> LDLR,5,7,medium,medium
FOXA1,LDLR,uterus,,,,FOXA1 IP - ECC1 cells,,FOXA1 -> LDLR,5,7,medium,medium
FOXA2,LDLR,embryonictissue,,,,FOXA2 IP - Rep 2,,FOXA2 -> LDLR,3,3,low,low
FOXA2,LDLR,liver,19822575,,,FOXA2 IP - HepG2 cells,,FOXA2 -> LDLR,3,3,low,low
FOXA2,LDLR,lung,,,,FOXA2 IP - A549 cells,,FOXA2 -> LDLR,3,3,low,low
FOXM1,LDLR,leukocytes,,,,FOXM1 IP - GM12878 cells,,FOXM1 -> LDLR,2,3,low,low
FOXM1,LDLR,mammarygland,,,,"FOXM1 IP | THSP - DS006, FOXM1 IP | THSP - DS008, FOXM1 IP - MCF7 cells, FOXM1 IP | THSP - DS018, FOXM1 IP - DS017, FOXM1 IP - DS005",,FOXM1 -> LDLR,2,3,low,low
FOXM1,LDLR,uterus,,,,FOXM1 IP - ECC1 cells,,FOXM1 -> LDLR,2,3,low,low
FOXP2,LDLR,cns,,,,"FOXP2 IP - PFSK-1 cells, FOXP2 IP - SK cells",,FOXP2 -> LDLR,1,1,low,low
GABPA,LDLR,cns,,,,GABPA IP - SK-N-SH cells,,GABPA -> LDLR,5,5,medium,medium
GABPA,LDLR,leukocytes,,,,"GABPA IP - GM12878 cells, Rep 4 , GABPA IP - Jurkat, Rep 1, GABPA IP - K562 cells, GABPA IP - Jurkat, Rep 2, GABPA IP - GM12878 cells, Rep 2 , GABPA IP - GM12878 cells",,GABPA -> LDLR,5,5,medium,medium
GABPA,LDLR,liver,,,,"GABPA IP - MCF7 cells, GABPA IP - HepG2 cells",,GABPA -> LDLR,5,5,medium,medium
GABPA,LDLR,lung,,,,GABPA IP - A549 cells,,GABPA -> LDLR,5,5,medium,medium
GABPA,LDLR,prostate,,,,"GABPA IP - Rep 1, GABPA IP | R1881",,GABPA -> LDLR,5,5,medium,medium
GATA1,LDLR,hspcs,,,,"GATA1 IP - PBDE cells, Rep 1",,GATA1 -> LDLR,2,2,low,low
GATA1,LDLR,leukocytes,,,,GATA1 ChIP-Seq - SC266,,GATA1 -> LDLR,2,2,low,low
GATA2,LDLR,hspcs,,,,GATA2 IP,,GATA2 -> LDLR,4,4,medium,medium
GATA2,LDLR,leukocytes,,,,GATA2 IP - K562 cells,,GATA2 -> LDLR,4,4,medium,medium
GATA2,LDLR,prostate,,,,"FOXA1 KD | GATA2 ChIP-Seq, GATA2 KD  | FOXA1 ChIP-Seq, GATA2 KD + R1881 | FOXA1 ChIP-Seq",,GATA2 -> LDLR,4,4,medium,medium
GATA2,LDLR,vasculature,,,,GATA2 IP - HUVEC cells,,GATA2 -> LDLR,4,4,medium,medium
GATA3,LDLR,cns,,,,GATA3 IP - SK-N-SH cells,,GATA3 -> LDLR,3,3,low,low
GATA3,LDLR,lung,,,,GATA3 IP - A549 cells,,GATA3 -> LDLR,3,3,low,low
GATA3,LDLR,mammarygland,,,,"GATA3 IP - MCF7 cells, GATA3 IP - T47D cells",,GATA3 -> LDLR,3,3,low,low
GATA4,LDLR,stemcells,,,,"GATA4 IP - Rep 1 , GATA4 IP - Rep 7",,GATA4 -> LDLR,2,2,low,low
GATA4,LDLR,stomach,,,,"GATA4 IP - YCC3, GATA4 IP - AGS",,GATA4 -> LDLR,2,2,low,low
GATA6,LDLR,stomach,,,,"GATA6 IP - YCC3, GATA6 IP - AGS",,GATA6 -> LDLR,1,1,low,low
GLI2,LDLR,colon,,,,GLI2 IP,,GLI2 -> LDLR,1,1,low,low
GTF2B,LDLR,leukocytes,,,,GTF2B IP - K562 cells,,GTF2B -> LDLR,2,2,low,low
GTF2B,LDLR,uterus,,,,GTF2B IP - Rep 2,,GTF2B -> LDLR,2,2,low,low
GTF2F1,LDLR,leukocytes,,,,GTF2F1 IP - K562 cells,,GTF2F1 -> LDLR,2,2,low,low
GTF2F1,LDLR,uterus,,,,GTF2F1 IP - HeLa cells,,GTF2F1 -> LDLR,2,2,low,low
HES6,LDLR,prostate,,,,"BICALU + HES6OE | E2F1 ChIP-Seq - Rep 4, HES6 OE | E2F1 ChIP-Seq - Rep 3, HES6 OE | E2F1 ChIP-Seq - Rep 1, HES6 OE + BICALU | E2F1 ChIP-Seq - Rep 1, HES6 OE + BICALU | E2F1 ChIP-Seq - Rep 3",,HES6 -> LDLR,1,1,low,low
HEY1,LDLR,leukocytes,,,,HEY1 IP - K562 cells,24076218,HEY1 -> LDLR,2,2,low,low
HEY1,LDLR,liver,,,,HEY1 IP - HepG2 cells,24076218,HEY1 -> LDLR,2,2,low,low
HMGN3,LDLR,leukocytes,,,,HMGN3 IP - K562 cells,,HMGN3 -> LDLR,1,1,low,low
HNF4A,LDLR,colon,,21123766.0,,,,HNF4A -> LDLR,2,4,low,medium
HNF4A,LDLR,kidney,,21123766.0,,,,HNF4A -> LDLR,2,4,low,medium
HNF4A,LDLR,liver,,21123766.0,,,,HNF4A -> LDLR,2,4,low,medium
HNF4A,LDLR,rectum,,21123766.0,,,,HNF4A -> LDLR,2,4,low,medium
HOXA4,LDLR,colon,,,,HOXA4 IP,,HOXA4 -> LDLR,1,1,low,low
HOXA6,LDLR,colon,,,,HOXA6 IP,,HOXA6 -> LDLR,1,1,low,low
HOXC9,LDLR,cns,25013753,,,,,HOXC9 -> LDLR,1,1,low,low
IFNA1,LDLR,leukocytes,,,,"JUN IP | IFNA1-13 - K562 cells, 6 h, MYC IP | IFNA1 - K562 cells, 30 min, STAT2 IP | IFNA1-13 - K562 cells, 30 min, IRF1 IP | IFNA1-13 - K562 cells, 6 h, JUN IP | IFNA1-13 - 30 min , MYC IP | IFNA1 - K562 cells, 6 h",,IFNA1 -> LDLR,1,1,low,low
IFNG,LDLR,leukocytes,,,,"IRF1 IP | IFNG - K562 cells, 6 h, IRF1 IP | IFNG - K562 cells, 30 min, JUN IP | IFNG - K562 cells, 30 min, MYC IP | IFNG - K562 cells, 30 min, STAT1 IP | IFNG - K562 cells, 30 min, JUN IP | IFNG - K562 cells, 6 h, STAT1 IP - Rep 5, STAT1 IP - Rep 2, STAT1 IP - Rep 1, STAT1 IP - Rep 4, MYC IP | IFNG - K562 cells, 6 h, STAT1 IP - Rep 3, IRF1 IP - Rep 3",,IFNG -> LDLR,2,2,low,low
IFNG,LDLR,uterus,,,,"STAT1 IP | IFNG - HeLa cells, 30 min",,IFNG -> LDLR,2,2,low,low
IKZF1,LDLR,leukocytes,,,,IKZF1 IP - GM12878 cells,,IKZF1 -> LDLR,1,1,low,low
IL2,LDLR,leukocytes,,,,"STAT5B IP | IL2 - Rep 2, STAT5B IP | IL2 - Rep 2",,IL2 -> LDLR,1,1,low,low
IRF1,LDLR,colon,,,,IRF1 IP,26769127,IRF1 -> LDLR,3,3,low,low
IRF1,LDLR,leukocytes,,,,"IRF1 IP | IFNG - K562 cells, 6 h, IRF1 IP | IFNG - K562 cells, 30 min, IRF1 IP | IFNA1-13 - K562 cells, 6 h, IRF1 IP - Rep 3",,IRF1 -> LDLR,3,3,low,low
IRF1,LDLR,pancreas,,,,IRF1 IP,26769127,IRF1 -> LDLR,3,3,low,low
IRF4,LDLR,leukocytes,,,,"IRF4 IP - GM12878 cells, IRF4 IP",,IRF4 -> LDLR,1,1,low,low
JUN,LDLR,colon,,,,JUN IP,23953112,JUN -> LDLR,5,6,medium,medium
JUN,LDLR,leukocytes,,,,"JUN IP - K562 cells, Rep 1, JUN IP | IFNA1-13 - K562 cells, 6 h, JUN IP | IFNG - K562 cells, 30 min, JUN IP - K562 cells, Rep 2, JUN IP | IFNG - K562 cells, 6 h, JUN IP | IFNA1-13 - 30 min",,JUN -> LDLR,5,6,medium,medium
JUN,LDLR,liver,,,,JUN IP - HepG2 cells,,JUN -> LDLR,5,6,medium,medium
JUN,LDLR,mammarygland,,,,"JUN IP, JUN IP | CPDA, JUN IP - Rep 2, JUN IP | DEX, JUN IP - Rep 1",,JUN -> LDLR,5,6,medium,medium
JUN,LDLR,uterus,,,,JUN IP - HeLa cells,,JUN -> LDLR,5,6,medium,medium
JUN,LDLR,vasculature,26020271,,,"JUN IP, JUN IP - HUVEC cells",,JUN -> LDLR,5,6,medium,medium
JUND,LDLR,cns,,,,"JUND IP - SK-N-SH cells, JUND IP - SK-N-SH cells",,JUND -> LDLR,9,10,high,high
JUND,LDLR,colon,,,,JUND IP - HCT116 cells,24076218,JUND -> LDLR,9,10,high,high
JUND,LDLR,leukocytes,,,,"JUND IP - GM12878 cells, Rep 1 , JUND IP - K562 cells, JUND IP - GM12878 cells, Rep 2",,JUND -> LDLR,9,10,high,high
JUND,LDLR,liver,,,,"JUND IP - HepG2 cells, JUND IP - HepG2 cells",,JUND -> LDLR,9,10,high,high
JUND,LDLR,lung,,,,JUND IP - A549 cells,,JUND -> LDLR,9,10,high,high
JUND,LDLR,mammarygland,,,,JUND IP - MCF7 cells,,JUND -> LDLR,9,10,high,high
JUND,LDLR,prostate,,,,JUND IP,26020271,JUND -> LDLR,9,10,high,high
JUND,LDLR,stemcells,,,,JUND IP - H1 cells,,JUND -> LDLR,9,10,high,high
JUND,LDLR,uterus,,,,JUND IP - HeLa cells,,JUND -> LDLR,9,10,high,high
JUND,LDLR,vasculature,26020271,,,JUND IP,26020271,JUND -> LDLR,9,10,high,high
KLF11,LDLR,adiposetissue,,,,"KLF11 ChIP-Seq, Rep 1, ROSI (BrAT) | KLF11 ChIP-Seq, Rep 1, ROSI (BrAT) | KLF11 ChIP-Seq, Rep 2, KLF11 ChIP-Seq, Rep 2",,KLF11 -> LDLR,1,1,low,low
KLF5,LDLR,pancreas,,,,"KLF5 IP, ELF3 IP | KLF5 KO, FOXA1 IP | KLF5 KO",,KLF5 -> LDLR,2,2,low,low
KLF5,LDLR,stomach,,,,KLF5 IP - KATOIII,25053715,KLF5 -> LDLR,2,2,low,low
LYL1,LDLR,leukocytes,,,,"LYL1 IP - Kasumi-1, LYL1 IP - NB4",,LYL1 -> LDLR,1,1,low,low
MAFF,LDLR,leukocytes,,,,MAFF IP - K562 cells,,MAFF -> LDLR,2,2,low,low
MAFF,LDLR,liver,,,,MAFF IP - HepG2 cells,,MAFF -> LDLR,2,2,low,low
MAFK,LDLR,leukocytes,,,,MAFK IP - K562 cells,,MAFK -> LDLR,3,3,low,low
MAFK,LDLR,lung,,,,MAFK IP - IMR cells,,MAFK -> LDLR,3,3,low,low
MAFK,LDLR,uterus,,,,MAFK IP - HeLa cells,,MAFK -> LDLR,3,3,low,low
MAX,LDLR,cns,,,,MAX IP - SK-N-SH cells,,MAX -> LDLR,8,8,high,high
MAX,LDLR,colon,,,,MAX IP - HCT116 cells,24076218,MAX -> LDLR,8,8,high,high
MAX,LDLR,leukocytes,,,,"MAX IP - K562 cells, MAX IP - NB4 cells, MAX IP - K562 cells, Rep 2, MAX IP - GM12878 cells",,MAX -> LDLR,8,8,high,high
MAX,LDLR,liver,,,,"MAX IP - HepG2 cells, MAX IP - MCF7 cells",,MAX -> LDLR,8,8,high,high
MAX,LDLR,lung,,,,MAX IP - A549 cells,24076218,MAX -> LDLR,8,8,high,high
MAX,LDLR,stemcells,,,,MAX IP - H1 cells,,MAX -> LDLR,8,8,high,high
MAX,LDLR,uterus,,,,"MAX IP - HeLa cells, Rep 2, MAX IP - HeLa cells, Rep 1, MAX IP - ECC1 cells",,MAX -> LDLR,8,8,high,high
MAX,LDLR,vasculature,,,,MAX IP - HUVEC cells,,MAX -> LDLR,8,8,high,high
MAZ,LDLR,leukocytes,,,,"MAZ IP - GM12878 cells, MAZ IP - K562 cells",,MAZ -> LDLR,3,3,low,low
MAZ,LDLR,liver,,,,MAZ IP - HepG2 cells,,MAZ -> LDLR,3,3,low,low
MAZ,LDLR,lung,,,,MAZ IP - IMR cells,,MAZ -> LDLR,3,3,low,low
MEF2A,LDLR,leukocytes,,,,"MEF2A IP - GM12878 cells, MEF2A IP - K562 cells",,MEF2A -> LDLR,1,1,low,low
MEF2B,LDLR,kidney,,,,MEF2B IP | MEF2B OE - Rep 2,,MEF2B -> LDLR,1,1,low,low
MTA3,LDLR,leukocytes,,,,MTA3 IP - GM12878 cells,,MTA3 -> LDLR,1,1,low,low
MXI1,LDLR,cns,,,,MXI1 IP - SK-N-SH cells,,MXI1 -> LDLR,3,3,low,low
MXI1,LDLR,liver,,,,MXI1 IP - HepG2 cells,,MXI1 -> LDLR,3,3,low,low
MXI1,LDLR,uterus,,,,MXI1 IP - HeLa cells,,MXI1 -> LDLR,3,3,low,low
MYB,LDLR,leukocytes,,,,"MYB IP - Jurkat, Rep 5, MYB IP - MOLT3, MYB IP - Jurkat, Rep 4, MYB IP - Jurkat, Rep 1, MYB IP - Jurkat, Rep 2, MYB IP - Jurkat, Rep 3",,MYB -> LDLR,1,1,low,low
MYBL2,LDLR,liver,,,,MYBL2 IP - HepG2 cells,,MYBL2 -> LDLR,1,1,low,low
